"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-22","2018","06","22","","29.6","","14.2","","21.9","","0.0","","3.9","","","M","","M","0.0","","","","29","","41",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-23","2018","06","23","","24.6","","13.9","","19.3","","0.0","","1.3","","","M","","M","1.3","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-24","2018","06","24","","27.6","","14.8","","21.2","","0.0","","3.2","","","M","","M","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-25","2018","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-26","2018","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-27","2018","06","27","","25.5","","7.0","","16.3","","1.7","","0.0","","","M","","M","0.0","","","","22","","50",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-28","2018","06","28","","25.1","","11.3","","18.2","","0.0","","0.2","","","M","","M","0.0","","","","33","","48",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-29","2018","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-06-30","2018","06","30","","25.5","","8.8","","17.2","","0.8","","0.0","","","M","","M","0.0","","","","26","","43",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-01","2018","07","01","","23.4","","10.7","","17.1","","0.9","","0.0","","","M","","M","1.4","","","","29","","61",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-02","2018","07","02","","21.2","","9.2","","15.2","","2.8","","0.0","","","M","","M","1.2","","","","24","","69",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-03","2018","07","03","","18.1","","9.7","","13.9","","4.1","","0.0","","","M","","M","10.5","","","","28","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-04","2018","07","04","","22.9","","10.1","","16.5","","1.5","","0.0","","","M","","M","2.5","","","","30","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-05","2018","07","05","","30.4","","8.8","","19.6","","0.0","","1.6","","","M","","M","0.0","","","","16","","44",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-06","2018","07","06","","37.4","E","15.6","E","26.5","E","0.0","E","8.5","E","","M","","M","","M","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-07","2018","07","07","","30.1","","15.8","","23.0","","0.0","","5.0","","","M","","M","0.0","","","","22","","65",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-08","2018","07","08","","27.8","","9.9","","18.9","","0.0","","0.9","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-09","2018","07","09","","33.1","","14.8","","24.0","","0.0","","6.0","","","M","","M","0.0","","","","26","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-10","2018","07","10","","36.2","","14.5","","25.4","","0.0","","7.4","","","M","","M","0.2","","","","27","","87",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-11","2018","07","11","","28.5","","12.3","","20.4","","0.0","","2.4","","","M","","M","0.0","","","","27","","57",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-12","2018","07","12","","30.7","","10.7","","20.7","","0.0","","2.7","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-13","2018","07","13","","34.5","","11.6","","23.1","","0.0","","5.1","","","M","","M","0.0","","","","24","","39",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-14","2018","07","14","","23.6","","12.1","","17.9","","0.1","","0.0","","","M","","M","0.0","","","","32","","63",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-15","2018","07","15","","29.2","","6.4","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","26","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-16","2018","07","16","","34.0","","11.5","","22.8","","0.0","","4.8","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-17","2018","07","17","","37.1","","13.5","","25.3","","0.0","","7.3","","","M","","M","0.0","","","","16","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-18","2018","07","18","","32.5","","17.6","","25.1","","0.0","","7.1","","","M","","M","0.0","","","","30","","63",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-19","2018","07","19","","31.6","","14.8","","23.2","","0.0","","5.2","","","M","","M","5.6","","","","18","","61",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-20","2018","07","20","","33.9","","16.1","","25.0","","0.0","","7.0","","","M","","M","0.0","","","","11","","56",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-21","2018","07","21","","28.6","","9.4","","19.0","","0.0","","1.0","","","M","","M","0.0","","","","33","","43",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-22","2018","07","22","","25.8","","9.7","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","28","","56",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-23","2018","07","23","","27.9","","10.0","","19.0","","0.0","","1.0","","","M","","M","4.0","","","","29","","52",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-24","2018","07","24","","22.2","","14.3","","18.3","","0.0","","0.3","","","M","","M","1.1","","","","1","","44",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-25","2018","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-26","2018","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-27","2018","07","27","","25.4","","12.6","","19.0","","0.0","","1.0","","","M","","M","0.8","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-28","2018","07","28","","28.3","","9.3","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-29","2018","07","29","","30.4","","10.4","","20.4","","0.0","","2.4","","","M","","M","0.0","","","","32","","39",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-30","2018","07","30","","34.2","","10.1","","22.2","","0.0","","4.2","","","M","","M","0.0","","","","36","","61",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-07-31","2018","07","31","","28.1","","16.9","","22.5","","0.0","","4.5","","","M","","M","0.0","","","","36","","61",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-01","2018","08","01","","35.0","","15.3","","25.2","","0.0","","7.2","","","M","","M","0.0","","","","16","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-02","2018","08","02","","32.2","","14.5","","23.4","","0.0","","5.4","","","M","","M","0.0","","","","34","","59",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-03","2018","08","03","","31.1","","11.5","","21.3","","0.0","","3.3","","","M","","M","0.0","","","","31","","72",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-04","2018","08","04","","25.1","","12.5","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","32","","63",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-05","2018","08","05","","22.2","","14.1","","18.2","","0.0","","0.2","","","M","","M","1.7","","","","33","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-06","2018","08","06","","31.8","","9.9","","20.9","","0.0","","2.9","","","M","","M","0.0","","","","22","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-07","2018","08","07","","33.2","","12.7","","23.0","","0.0","","5.0","","","M","","M","0.0","","","","23","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-08","2018","08","08","","33.9","","11.1","","22.5","","0.0","","4.5","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-09","2018","08","09","","36.3","","12.1","","24.2","","0.0","","6.2","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-10","2018","08","10","","40.1","","13.7","","26.9","","0.0","","8.9","","","M","","M","0.0","","","","22","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-11","2018","08","11","","33.6","","16.1","","24.9","","0.0","","6.9","","","M","","M","0.0","","","","27","","39",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-12","2018","08","12","","28.6","","14.1","","21.4","","0.0","","3.4","","","M","","M","0.0","","","","27","","44",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-13","2018","08","13","","21.8","","10.5","","16.2","","1.8","","0.0","","","M","","M","0.0","","","","33","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-14","2018","08","14","","29.9","","7.8","","18.9","","0.0","","0.9","","","M","","M","0.0","","","","21","","39",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-15","2018","08","15","","30.4","","11.0","","20.7","","0.0","","2.7","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-16","2018","08","16","","28.5","","9.3","","18.9","","0.0","","0.9","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-17","2018","08","17","","32.6","","12.0","","22.3","","0.0","","4.3","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-18","2018","08","18","","26.9","","11.7","","19.3","","0.0","","1.3","","","M","","M","0.0","","","","34","","54",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-19","2018","08","19","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-20","2018","08","20","","24.4","","12.0","","18.2","","0.0","","0.2","","","M","","M","0.0","","","","10","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-21","2018","08","21","","25.5","","6.3","","15.9","","2.1","","0.0","","","M","","M","0.0","","","","20","","46",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-22","2018","08","22","","31.2","","8.3","","19.8","","0.0","","1.8","","","M","","M","0.0","","","","20","","46",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-23","2018","08","23","","32.3","","8.4","","20.4","","0.0","","2.4","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-24","2018","08","24","","18.9","","9.6","","14.3","","3.7","","0.0","","","M","","M","0.0","","","","25","","46",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-25","2018","08","25","","21.9","","5.1","","13.5","","4.5","","0.0","","","M","","M","0.0","","","","10","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-26","2018","08","26","","22.8","","13.5","","18.2","","0.0","","0.2","","","M","","M","0.0","","","","22","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-27","2018","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-28","2018","08","28","","22.6","","2.1","","12.4","","5.6","","0.0","","","M","","M","0.0","","","","22","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-29","2018","08","29","","27.5","","8.5","","18.0","","0.0","","0.0","","","M","","M","0.0","","","","25","","54",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-30","2018","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-08-31","2018","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-01","2018","09","01","","19.5","","9.0","","14.3","","3.7","","0.0","","","M","","M","0.0","","","","34","","59",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-02","2018","09","02","","22.7","","7.6","","15.2","","2.8","","0.0","","","M","","M","0.0","","","","28","","39",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-03","2018","09","03","","22.0","","8.6","","15.3","","2.7","","0.0","","","M","","M","0.0","","","","28","","56",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-04","2018","09","04","","17.1","","4.8","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-05","2018","09","05","","25.1","","2.8","","14.0","","4.0","","0.0","","","M","","M","0.0","","","","15","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-06","2018","09","06","","28.6","","7.2","","17.9","","0.1","","0.0","","","M","","M","0.0","","","","9","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-07","2018","09","07","","30.5","","14.5","","22.5","","0.0","","4.5","","","M","","M","0.0","","","","8","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-08","2018","09","08","","28.5","","11.8","","20.2","","0.0","","2.2","","","M","","M","0.0","","","","27","","61",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-09","2018","09","09","","21.9","","11.5","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","1","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-10","2018","09","10","","25.5","","9.0","","17.3","","0.7","","0.0","","","M","","M","0.0","","","","29","","57",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-11","2018","09","11","","19.4","","8.6","","14.0","","4.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-12","2018","09","12","","19.4","","4.2","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","14","","43",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-13","2018","09","13","","10.7","","2.5","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-14","2018","09","14","","12.0","","3.5","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","10","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-15","2018","09","15","","14.6","","4.7","","9.7","","8.3","","0.0","","","M","","M","0.0","","","","9","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-16","2018","09","16","","12.0","","6.3","","9.2","","8.8","","0.0","","","M","","M","3.8","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-17","2018","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-18","2018","09","18","","13.5","","3.3","","8.4","","9.6","","0.0","","","M","","M","0.0","","","","2","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-19","2018","09","19","","14.0","","6.4","","10.2","","7.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-20","2018","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-21","2018","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-22","2018","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-23","2018","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-24","2018","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-25","2018","09","25","","17.2","","0.4","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","27","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-26","2018","09","26","","17.8","","5.5","","11.7","","6.3","","0.0","","","M","","M","1.4","","","","28","","39",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-27","2018","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-28","2018","09","28","","9.5","","-2.7","","3.4","","14.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-29","2018","09","29","","7.9","","-2.9","","2.5","","15.5","","0.0","","","M","","M","0.0","","","","36","","46",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-09-30","2018","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-01","2018","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-02","2018","10","02","","3.0","","-1.5","","0.8","","17.2","","0.0","","","M","","M","5.6","","","","4","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-03","2018","10","03","","1.9","","-3.9","","-1.0","","19.0","","0.0","","","M","","M","7.9","","","","3","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-04","2018","10","04","","5.0","","-4.1","","0.5","","17.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-05","2018","10","05","","11.4","","-3.3","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-06","2018","10","06","","14.2","","0.0","","7.1","","10.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-07","2018","10","07","","14.0","","-2.6","","5.7","","12.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-08","2018","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-09","2018","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-10","2018","10","10","","4.9","","-1.0","","2.0","","16.0","","0.0","","","M","","M","0.0","","","","5","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-11","2018","10","11","","7.0","","-3.0","","2.0","","16.0","","0.0","","","M","","M","0.0","","","","20","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-12","2018","10","12","","20.2","","0.4","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","25","","78",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-13","2018","10","13","","1.1","","-4.3","","-1.6","","19.6","","0.0","","","M","","M","0.0","","","","34","","50",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-14","2018","10","14","","9.7","","-4.2","","2.8","","15.2","","0.0","","","M","","M","0.0","","","","25","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-15","2018","10","15","","18.7","","4.8","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","28","","57",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-16","2018","10","16","","20.0","","1.2","","10.6","","7.4","","0.0","","","M","","M","0.0","","","","27","","43",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-17","2018","10","17","","23.6","","1.5","","12.6","","5.4","","0.0","","","M","","M","0.0","","","","20","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-18","2018","10","18","","19.6","","1.3","","10.5","","7.5","","0.0","","","M","","M","0.0","","","","21","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-19","2018","10","19","","15.6","","-2.5","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-20","2018","10","20","","23.2","","-2.2","","10.5","","7.5","","0.0","","","M","","M","0.0","","","","21","","52",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-21","2018","10","21","","16.5","","-2.5","","7.0","","11.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-22","2018","10","22","","16.6","","-5.7","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-23","2018","10","23","","20.0","","-3.7","","8.2","","9.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-24","2018","10","24","","21.1","","0.8","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","24","","52",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-25","2018","10","25","","17.6","","3.0","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","24","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-26","2018","10","26","","14.7","","3.5","","9.1","","8.9","","0.0","","","M","","M","0.0","","","","25","","54",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-27","2018","10","27","","15.7","","-2.5","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","30","","70",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-28","2018","10","28","","15.0","","-4.1","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","23","","52",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-29","2018","10","29","","12.3","","-0.6","","5.9","","12.1","","0.0","","","M","","M","0.0","","","","24","","50",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-30","2018","10","30","","11.8","","-3.7","","4.1","","13.9","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-10-31","2018","10","31","","12.1","","-2.9","","4.6","","13.4","","0.0","","","","","","0.0","","","","23","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-01","2018","11","01","","5.9","","-0.7","","2.6","","15.4","","0.0","","","","","","0.0","","","","27","","52",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-02","2018","11","02","","7.7","","0.3","","4.0","","14.0","","0.0","","","","","","6.3","","","","32","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-03","2018","11","03","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-04","2018","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-05","2018","11","05","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-06","2018","11","06","","-7.0","","-11.3","","-9.2","","27.2","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-07","2018","11","07","","-8.5","","-13.1","","-10.8","","28.8","","0.0","","","","","","0.4","","","","21","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-08","2018","11","08","","-7.4","","-17.1","","-12.3","","30.3","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-09","2018","11","09","","2.7","","-17.8","","-7.6","","25.6","","0.0","","","","","","0.0","","","","20","","46",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-10","2018","11","10","","1.3","","-2.3","","-0.5","","18.5","","0.0","","","","","","1.7","","","","33","","46",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-11","2018","11","11","","-0.9","","-16.3","","-8.6","","26.6","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-12","2018","11","12","","0.4","","-16.3","","-8.0","","26.0","","0.0","","","","","","0.2","","","","22","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-13","2018","11","13","","9.0","","-6.7","","1.2","","16.8","","0.0","","","","","","0.7","","","","20","","45",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-14","2018","11","14","","11.9","","3.3","","7.6","","10.4","","0.0","","","","","","1.3","","","","25","","59",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-15","2018","11","15","","9.2","","-3.4","","2.9","","15.1","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-16","2018","11","16","","3.6","","-18.5","","-7.5","","25.5","","0.0","","","","","","0.2","","","","2","","59",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-17","2018","11","17","","-3.6","","-20.0","","-11.8","","29.8","","0.0","","","","","","0.0","","","","21","","46",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-18","2018","11","18","","3.3","","-9.5","","-3.1","","21.1","","0.0","","","","","","0.0","","","","21","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-19","2018","11","19","","7.7","","-0.9","","3.4","","14.6","","0.0","","","","","","0.0","","","","22","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-20","2018","11","20","","10.4","","-1.5","","4.5","","13.5","","0.0","","","","","","0.0","","","","22","","37",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-21","2018","11","21","","11.7","","-1.5","","5.1","","12.9","","0.0","","","","","","0.0","","","","21","","45",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-22","2018","11","22","","9.7","","1.1","","5.4","","12.6","","0.0","","","","","","0.0","","","","22","","54",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-23","2018","11","23","","4.8","","-1.9","","1.5","","16.5","","0.0","","","","","","0.4","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-24","2018","11","24","","0.0","","-10.3","","-5.2","","23.2","","0.0","","","","","","0.0","","","","2","","32",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-25","2018","11","25","","-5.6","","-14.8","","-10.2","","28.2","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-26","2018","11","26","","6.0","","-12.8","","-3.4","","21.4","","0.0","","","","","","1.5","","","","21","","35",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-27","2018","11","27","","9.4","","3.2","","6.3","","11.7","","0.0","","","","","","0.0","","","","20","","48",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-28","2018","11","28","","10.1","","-1.2","","4.5","","13.5","","0.0","","","","","","0.0","","","","27","","45",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-29","2018","11","29","","5.5","","-5.5","","0.0","","18.0","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-11-30","2018","11","30","","2.0","","-5.6","","-1.8","","19.8","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-12-01","2018","12","01","","-3.8","","-6.9","","-5.4","","23.4","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-12-02","2018","12","02","","-4.7","","-11.4","","-8.1","","26.1","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-12-03","2018","12","03","","-1.9","","-12.8","","-7.4","","25.4","","0.0","","","","","","0.0","","","","","M","","M"
"-110.72","50.02","MEDICINE HAT","3034479","2018-12-04","2018","12","04","","-1.6","","-14.7","","-8.2","","26.2","","0.0","","","","","","0.0","","","","30","","33",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-12-05","2018","12","05","","-2.6","","-10.1","","-6.4","","24.4","","0.0","","","","","","0.0","","","","31","","48",""
"-110.72","50.02","MEDICINE HAT","3034479","2018-12-06","2018","12","06","","-9.3","","-19.3","","-14.3","","32.3","","0.0","","","","","","0.0","","","","","M","","M"
